번호,등록번호,자료명,저자,출판사,출판년도,청구기호,등록일,자료상태,소장처
4270,KM00020266,너는 달밤에 빛나고,사노 테츠야 지음;박정원 옮김,D＆C Books,2021,833.6 사195ㄴ,2021-07-12,대출가능,도서관
4271,KM00020265,애덤 스미스 국부론,이근식 지음,쌤앤파커스,2018,320.15 이17ㅇ,2021-07-12,대출가능,도서관
4272,KM00020264,인간 실격,다자이; 오사무 지음;김춘미 옮김,민음사,2004,808 세14 v.103 c.2,2021-07-12,대출가능,도서관
4273,KM00020263,너와 만날 수 있었던 4％의 기적,히로세 미이 지음;주승현 옮김,제우미디어,2019,833.6 히295ㄴ,2021-07-12,대출가능,도서관
4274,KM00020262,가끔 너를 생각해,후지마루 지음;김수지 옮김,arte(아르테),2021,833.6 후78ㄱ,2021-07-12,대출가능,도서관
4275,KM00020261,나는 너에게 10년 치의 『 』을 전하고 싶어,아마노 아타루 지음;fusui 그림;구자용 옮김,제우미디어,2019,833.6 아32ㄴ,2021-07-12,대출가능,도서관
4276,KM00020260,아빠는 몰라두 돼,소효 지음,필름,2020,818 소95ㅇ,2021-07-12,대출가능,도서관
4277,KM00020259,우리의 뇌는 어떻게 배우는가,스타니슬라스 드앤 지음;엄성수 옮김,로크미디어,2021,181.44 드63ㅇ,2021-07-12,대출가능,도서관
4278,KM00020258,신경 쓰지 않는 연습,나토리 호겐 지음;이정환 옮김,세종서적,2015,199.1 나885ㅅ c.2,2021-07-12,대출가능,도서관
4279,KM00020257,서툰 인생을 위한 철학 수업,안광복 지음,어크로스,2015,104 안15ㅅ c.2,2021-07-12,대출가능,도서관
4280,KM00020255,직업의 지리학,엔리코 모레티 지음;송철복 옮김,김영사,2020,321.52 모294ㅈ,2021-07-12,대출가능,도서관
4281,KM00020254,경제는 지리,미야지 슈사쿠 지음;오세웅 옮김,7분의언덕,2018,320.98 미63ㄱ c.2,2021-07-12,대출가능,도서관
4282,KM00020253,욕망하는 지도,제리 브로턴 지음;이창신 옮김,RHK알에이치코리아,2014,909 브295ㅇ,2021-07-12,대출가능,도서관
4283,KM00020252,(네모에 담은)지구,손일 지음,푸른길,2014,980.99 손68ㅈ,2021-07-12,대출가능,도서관
4284,KM00020251,맵헤드,켄 제닝스 지음;류한원 옮김,글항아리,2018,989 제198ㅁ,2021-07-12,대출가능,도서관
4285,KM00020250,불균등발전,닐 스미스 지음;최병두 [외]옮김,한울아카데미,2017,321.93 스38ㅂ,2021-07-12,대출가능,도서관
4286,KM00020249,데이비드 하비의 세계를 보는 눈,데이비드 하비 지음;최병두 옮김,창비,2017,331 하48ㄷ,2021-07-12,대출가능,도서관
4287,KM00020248,공간과 장소,"이-푸 투안 지음;윤영호,김미선 옮김",사이,2021,540.04 투62ㄱ,2021-07-12,대출가능,도서관
4288,KM00020247,인간과 자연,조지 마시 지음;홍금수 옮김,한길사,2008,331.4 마58ㅇ,2021-07-12,대출가능,도서관
4289,KM00020246,훔볼트 세계사,이종찬 지음,지식과감성#,2020,909 이75ㅎ,2021-07-12,대출가능,도서관
4290,KM00020245,내 고향 서울엔,황진태 지음,돌베개,2020,818 황78ㄴ,2021-07-12,대출가능,도서관
4291,KM00020244,자리의 지리학,이경한 지음,푸른길,2018,980 이14ㅈ,2021-07-12,대출가능,도서관
4292,KM00020243,내가 행복한 곳으로 가라,김이재 지음,샘터,2020,980.4 김68ㄴ,2021-07-12,대출가능,도서관
4293,KM00020242,"잘 있어, 생선은 고마웠어",남종영 지음,한겨레,2021,499.5 남75ㅈ,2021-07-12,대출가능,도서관
4294,KM00020241,왜 지금 지리학인가,하름 데 블레이 지음;유나영 옮김,사회평론,2020,980 블294ㅇ,2021-07-12,대출가능,도서관
4295,KM00020240,통합사회를 위한 첫걸음,박배균 [외]지음,폭스코너,2020,304 박43ㅌ,2021-07-12,대출가능,도서관
4296,KM00020239,역사가 묻고 지리가 답하다,"마경묵,박선희 지음",지상의책,2019,981.1 마14ㅇ c.2,2021-07-12,대출가능,도서관
4297,KM00020238,아주 쓸모 있는 세계 이야기,남영우 [외]지음,푸른길,2019,909 남64ㅇ,2021-07-12,대출가능,도서관
4298,KM00020237,경제를 읽는 쿨한 지리 이야기,성정원 지음,맘에드림,2019,320.98 성74ㄱ c.2,2021-07-12,대출가능,도서관
4299,KM00020236,(145가지 궁금증으로 완성하는)모자이크 세계지도,이우평 지음,푸른길,2020,989 이66ㅁ,2021-07-12,대출가능,도서관
4300,KM00020235,톡! 한국지리,김대훈 [외]지음,휴머니스트,2021,981.1 김23ㅌ,2021-07-12,대출가능,도서관
4301,KM00020234,길 잃은 사피엔스를 위한 뇌과학,마이클 본드 지음;홍경탁 옮김,어크로스,2020,181.2 본27ㄱ,2021-07-12,대출가능,도서관
4302,KM00020233,팬데믹의 현재적 기원,롭 월러스 글;구정은;이지선 [공]옮김,너머북스,2020,513.97 월294ㅍ,2021-07-12,대출가능,도서관
4303,KM00020232,감염 도시,스티븐 존슨 지음;김명남 옮김,김영사,2021,513.97 존57ㄱ,2021-07-12,대출가능,도서관
4304,KM00020231,맵인사이트,임영모 지음,렛츠북,2017,989 임64ㅁ,2021-07-12,대출가능,도서관
4305,KM00020230,골목의 전쟁,김영준 지음,스마트북스,2019,325.21 김64ㄱ,2021-07-12,대출가능,도서관
4306,KM00020229,19세기 일본지도에 독도는 없다,이상균 지음,북스타,2021,900 이52ㅅ,2021-07-12,대출가능,도서관
4307,KM00020228,(지도 밖으로 꺼낸)한국사,존 레니 쇼트 지음;김영진 옮김,서해문집,2015,989.11 쇼887ㅎ,2021-07-12,대출가능,도서관
4308,KM00020227,수업 콘서트,서태동 지음,푸른길,2020,371.37 서883ㅅ,2021-07-12,대출가능,도서관
4309,KM00020226,지리 창문을 열면,서태동;하경환;이나리 [공]지음,푸른길,2018,980.1 서883ㅈ c.2,2021-07-12,대출가능,도서관
4310,KM00020225,"세계 지리, 세상과 통하다. 2: 아프리카에서 남북극까지","전국지리교사모임 지음;허정은,구은선 [공]그림;김경진 지도",사계절,2014,980 전16ㅅ v.2 c.2,2021-07-12,대출가능,도서관
4311,KM00020224,"세계 지리, 세상과 통하다. 1: 아시아에서 오세아니아까지","전국지리교사모임 지음;허정은,구은선 [공]그림;김경진 지도",사계절,2014,980 전16ㅅ v.1 c.3,2021-07-12,대출가능,도서관
4312,KM00020223,아이의 자존감,정지은;김민태 [공]지음;이영애 감수,지식채널,2011,598.1 정78ㅇ c.3,2021-07-12,대출가능,도서관
4313,KM00020222,그래서 이런 고사성어가 생겼대요,우리누리 [공]지음;하민석 그림,길벗스쿨,2021,714.4 우298ㄱ,2021-07-12,대출가능,도서관
4314,KM00020221,(박시백의)조선왕조실록. 20: 망국,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.20,2021-07-12,대출가능,도서관
4315,KM00020220,(박시백의)조선왕조실록. 19: 고종실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.19,2021-07-12,대출가능,도서관
4316,KM00020219,(박시백의)조선왕조실록. 18: 현종·철종실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.18,2021-07-12,대출가능,도서관
4317,KM00020218,(박시백의)조선왕조실록. 17: 순조실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.17,2021-07-12,대출가능,도서관
4318,KM00020217,(박시백의)조선왕조실록. 16: 정조실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.16,2021-07-12,대출가능,도서관
4319,KM00020216,(박시백의)조선왕조실록. 15: 경종·영조실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.15,2021-07-12,대출가능,도서관
4320,KM00020215,(박시백의)조선왕조실록. 14: 숙종실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.14,2021-07-12,대출가능,도서관
4321,KM00020214,(박시백의)조선왕조실록. 13: 효종·현종실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.13,2021-07-12,대출가능,도서관
4322,KM00020213,(박시백의)조선왕조실록. 12: 인조실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.12,2021-07-12,대출가능,도서관
4323,KM00020212,(박시백의)조선왕조실록. 11: 광해군일기,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.11,2021-07-12,대출가능,도서관
4324,KM00020211,(박시백의)조선왕조실록. 10: 선조실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.10,2021-07-12,대출가능,도서관
4325,KM00020210,(박시백의)조선왕조실록. 9: 인종·명종실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.9,2021-07-12,대출가능,도서관
4326,KM00020209,(박시백의)조선왕조실록. 8: 중종실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.8,2021-07-12,대출가능,도서관
4327,KM00020208,(박시백의)조선왕조실록. 7: 연산군일기,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.7,2021-07-12,대출가능,도서관
4328,KM00020207,(박시백의)조선왕조실록. 6: 예종·성종실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.6,2021-07-12,대출가능,도서관
4329,KM00020206,(박시백의)조선왕조실록. 5: 단종·세조실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.5,2021-07-12,대출가능,도서관
4330,KM00020205,(박시백의)조선왕조실록. 4: 세종·문종실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.4,2021-07-12,대출가능,도서관
4331,KM00020204,(박시백의)조선왕조실록. 3: 태종실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.3,2021-07-12,대출가능,도서관
4332,KM00020203,(박시백의)조선왕조실록. 2: 태조·정종실록,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.2,2021-07-12,대출가능,도서관
4333,KM00020202,(박시백의)조선왕조실록. 1: 개국,박시백 지음,휴머니스트,2021,911.05 박58ㅈ v.1,2021-07-12,대출가능,도서관
4334,KM00020201,과학사의 뒷얘기. 4: 과학적 발견,A. 셧클리프;A. P. D. 셧클리프 [공]지음;신효선 옮김,전파과학사,2019,409 셧877ㄱ v.4,2021-07-12,대출가능,도서관
4335,KM00020200,과학사의 뒷얘기. 3: 생물학·의학,A. 셧클리프;A.P.D. 셧클리프 [공]지음;이병훈;박택규 [공]옮김,전파과학사,2019,409 셧877ㄱ v.3,2021-07-12,대출가능,도서관
4336,KM00020199,과학사의 뒷얘기. 2: 물리학,A. 셧클리프;A.P.D. 셧클리프 [공]지음;정연태 옮김,전파과학사,2020,409 셧877ㄱ v.2,2021-07-12,대출가능,도서관
4337,KM00020198,과학사의 뒷얘기. 1: 화학,A. 셧클리프;A. P. D. 셧클리프 [공]지음;박택규 옮김,전파과학사,2020,409 셧877ㄱ v.1,2021-07-12,대출가능,도서관
4338,KM00020197,상위 5%로 가는 지구과학교실. 3: 응용 지구과학,신학수 [외] 지음,스콜라,2008,450 신92ㅅ v.3 c.2,2021-07-12,대출가능,도서관
4339,KM00020196,지구과학개론,한국지구과학회 편,교학사,2001,450.1 한16ㅈ c.2,2021-07-12,대출가능,도서관
4340,KM00020195,질문이 멈춰지면 스스로 답이 된다,원제 지음,불광,2019,224.3 원74ㅈ,2021-07-12,대출가능,도서관
4341,KM00020194,여기가 끝이 아니다,린 그라본 지음,나비스쿨,2021,325.04 그292ㅇ,2021-07-12,대출가능,도서관
4342,KM00020193,마지막 몰입,짐 퀵 지음;김미정 옮김,비즈니스북스,2021,325.04 퀵78ㅁ,2021-07-12,대출가능,도서관
4343,KM00020192,(미도움)연필소묘,김동역 지음,미도움,2020,656.6 김25ㅇ c.2,2021-07-12,대출가능,도서관
4344,KM00020191,(미도움)연필소묘,김동역 지음,미도움,2020,656.6 김25ㅇ,2021-07-12,대출가능,도서관
4345,KM00020190,신규 간호사 24시,김지혜 지음,포널스,2021,512.804 김78ㅅ c.2,2021-07-12,파손,도서관
4346,KM00020189,신규 간호사 24시,김지혜 지음,포널스,2021,512.804 김78ㅅ,2021-07-12,대출가능,도서관
4347,KM00020188,(4차 산업혁명 시대의)정보보안과 진로설계,최성배 지음,박영사,2019,004.61 최54ㅈ,2021-07-12,대출가능,도서관
4348,KM00020187,(한 권으로 읽는)컴퓨터 구조와 프로그래밍,조너선 스타인하트 지음;오현석 옮김,책만,2021,004.22 스882ㅋ,2021-07-12,분실,도서관
4349,KM00020186,엔트로피,제레미 리프킨 지음;이창희 옮김,세종연구원,2015,331.4 리648ㅇ c.4,2021-07-12,대출가능,도서관
4350,KM00020185,토마토 밭에서 꿈을 짓다,원승현 지음,틈새책방,2019,325.571 원57ㅌ,2021-07-12,대출가능,도서관
4351,KM00020184,환경호르몬 어떻게 해결할까?,박태균 지음,동아엠앤비,2020,539.9 박883ㅎ,2021-07-12,대출가능,도서관
4352,KM00020183,물리학자는 영화에서 과학을 본다,정재승 지음,어크로스,2012,404 정73ㅁ c.3,2021-07-12,대출가능,도서관
4353,KM00020182,(기술이 인간을 초월하는 순간)특이점이 온다,레이 커즈와일 지음;김명남;장시형 [공]옮김,김영사,2007,181.12 커77ㅌ,2021-07-12,대출가능,도서관
4354,KM00020181,"바퀴, 세계를 굴리다",리처드 불리엣 지음;소슬기 옮김,MID(엠아이디),2016,556.38 불298ㅂ c.2,2021-07-12,대출가능,도서관
4355,KM00020180,로봇 수업,"존 조던 지음;장진호,최원일,황치옥 [공]옮김",사이언스북스,2018,559.96204 조24ㄹ c.2,2021-07-12,대출가능,도서관
4356,KM00020179,미래를 꿈꾸는 엔지니어링 수업,권오상 지음,청어람e(청어람미디어),2019,530 권65ㅁ c.2,2021-07-12,대출가능,도서관
4357,KM00020178,(청소년을 위한)공학이야기,"오원철,김형주 [공]지음;송진욱 그림",한국경제신문,2016,530 오66ㄱ c.2,2021-07-12,대출가능,도서관
4358,KM00020177,나는 대한민국 물리치료사다,이문환 지음,책과나무,2016,512.404 이36ㄴ c.5,2021-07-12,파손,도서관
4359,KM00020176,"나는 간호사, 사람입니다",김현아 지음,쌤앤파커스,2018,512.804 김94ㄴ c.3,2021-07-12,대출가능,도서관
4360,KM00020175,내가 유전자를 고를 수 있다면,예병일 지음,다른,2019,511 예44ㄴ c.2,2021-07-12,대출가능,도서관
4361,KM00020174,병원의 미래 클리블랜드 클리닉,토비 코스그로브 지음;홍상진 옮김,김앤김북스,2014,517.16 코57ㅂ,2021-07-12,대출가능,도서관
4362,KM00020173,면역에 관하여,율라 비스 지음;김명남 옮김,열린책들,2016,517.647 비57ㅁ,2021-07-12,대출가능,도서관
4363,KM00020172,삶을 돌보는 사람들의 이야기,수잔니 고던 저; 김모임 역,현문사,2006,512.804 고24ㅅ c.4,2021-07-12,대출가능,도서관
4364,KM00020171,인생 수업,엘리자베스 퀴블러-로스;데이비드 케슬러 [공]지음;류시화 옮김,이레,2007,199.1 퀴47ㅇ c.3,2021-07-12,대출가능,도서관
4365,KM00020170,세포,남궁석 지음,에디토리얼,2020,474 남16ㅅ c.2,2021-07-12,대출가능,도서관
4366,KM00020169,기억을 찾아서,에릭 캔델 지음;전대호 옮김,알에이치코리아,2014,511.1813 캔24ㄱ c.2,2021-07-12,대출가능,도서관
4367,KM00020168,(십 대를 위한)생명과학 콘서트,"안주현,정두엽,김덕근,이지유,이한승,이동숙,장재우,백두성,임종덕 글",청어람미디어,2020,470 안76ㅅ c.2,2021-07-12,대출가능,도서관
4368,KM00020167,누구 먼저 살려야 할까?,제이콥 M. 애펠 지음;김정아 옮김,한빛비즈,2021,510.19 애894ㄴ,2021-07-12,대출가능,도서관
4369,KM00020166,검사내전,김웅 지음,부키,2018,367.204 김66ㄱ,2021-07-12,대출가능,도서관
4370,KM00020165,정의란 무엇인가,마이클 샌델 지음;김명철 옮김,와이즈베리,2014,340.1 샌24ㅈ,2021-07-12,대출가능,도서관
4371,KM00020164,지식인의 옷장,임성민 지음,웨일북,2019,592.023 임54ㅈ,2021-07-12,대출가능,도서관
4372,KM00020163,도시의 승리,에드워드 L. 글레이저 지음;이진원 옮김,해냄,2021,331.47 글294ㄷ,2021-07-12,대출가능,도서관
4373,KM00020162,괴물이 우리를 삼키기 전에!,게르트 슈나이더 지음;이수영 옮김,돌베개,2013,392.1 슈192ㄱ c.3,2021-07-12,대출가능,도서관
4374,KM00020161,북한의 '개혁.개방',신지호 지음,한울아카데미,2000,320.911 신78ㅂ,2021-07-12,대출가능,도서관
4375,KM00020160,매일 교사가 되는 중입니다,임광찬 지음,창비교육,2020,370.4 임15ㅁ,2021-07-12,대출가능,도서관
4376,KM00020159,모래밭 아이들,하이타니 겐지로;이상권,양철북,2008,833.6 하68ㅁ c.2,2021-07-12,대출가능,도서관
4377,KM00020158,나는 선생님이 좋아요,하이타니 겐지로 지음;햇살과나무꾼 옮김;윤정주 그림,양철북,2012,833.6 하68ㄴ c.4,2021-07-12,대출가능,도서관
4378,KM00020157,딥스,"버지니아 M. 액슬린 지음;주정일,이원영 옮김",샘터,2011,186.5 액57ㄷ,2021-07-12,대출가능,도서관
4379,KM00020156,요즘 아이들 마음고생의 비밀,김현수 지음,해냄,2019,370.18 김94ㅇ,2021-07-12,대출가능,도서관
4380,KM00020155,대학교수가 된 ADHD 소년,Robert Jergen 저;조아라;이순 공역,학지사,2009,379.4 저14ㄷ c.3,2021-07-12,대출중,도서관
4381,KM00020154,미디어 법과 윤리,강준만 지음,인물과사상사,2016,331.65 강76ㅁ,2021-07-12,대출가능,도서관
4382,KM00020153,(매출 10배 올리는)카드뉴스 마케팅 비법,김도사;신상희;설미리 [공]지음,워닝북스,2019,325.555 김25ㅋ,2021-07-12,대출가능,도서관
4383,KM00020152,러시아 언어문화,정정원 지음,한국문화사,2013,792.8 정74ㄹ,2021-07-12,대출가능,도서관
4384,KM00020151,상실의 시대,무라카미 하루키 지음;유유정 옮김,문학사상,2011,833.6 무292ㅅ,2021-07-12,대출가능,도서관
